fish.ID,Prey.taxa,LH,Date,Year,Month,yr.mo,Run,Site.Code,Gear,FL,Fullness,Digestion,Damp.wt,Empty.wt,Count,Wt,Stomach.broken.damaged,Comments,REF,Category,fin.wt
2012-007CHNS,Animal Matter,,3/19/2012,2012,Mar,2012.Mar,S,STTD,RSTR,72,6,3,0.1775,0.0418,NA,0.0133,,,Animal Matter,Nondescript,3.03676748
2012-008CHNF,unidentified,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,58,2,4,0.0279,0.016,NA,0.0019,,,Unidentified,Nondescript,1.748911
2012-008CHNF,Ceratopogonidae,adult,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,58,2,4,0.0279,0.016,1,0,,,Diptera,Diptera,1.748911
2012-008CHNF,Daphnia pulex/pulicaria,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,58,2,4,0.0279,0.016,6,0.0014,,,Cladocera,Zooplankton,1.748911
2012-009CHNF,Animal Matter,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,61,3,2,0.057,0.0441,NA,0.0033,,,Animal Matter,Nondescript,2.07888004
2012-009CHNF,Chironomidae,emergent,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,61,3,2,0.057,0.0441,1,9.00E-04,,,Diptera,Diptera,2.07888004
2012-009CHNF,Cladocera,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,61,3,2,0.057,0.0441,1,1.00E-04,,,Cladocera,Zooplankton,2.07888004
2012-009CHNF,Daphniidae,ephippia,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,61,3,2,0.057,0.0441,1,2.00E-04,,,Cladocera,Zooplankton,2.07888004
2012-010CHNF,Daphnia sp,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,58,5,4,0.0876,0.0394,118,0.0074,,,Cladocera,Zooplankton,2.15425104
2012-010CHNF,Animal Matter,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,58,5,4,0.0876,0.0394,NA,0.0034,,,Animal Matter,Nondescript,2.15425104
2012-010CHNF,Nematoda,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,58,5,4,0.0876,0.0394,1,0,,,Nematoda,Aquatic,2.15425104
2012-010CHNF,Cladocera,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,58,5,4,0.0876,0.0394,104,0.0212,Y,stomach open,Cladocera,Zooplankton,2.15425104
2012-011CHNF,Animal Matter,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,56,3,4,0.0297,0.0176,NA,0.0011,,,Animal Matter,Nondescript,1.4151994
2012-011CHNF,Daphniidae,,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,56,3,4,0.0297,0.0176,3,4.00E-04,,,Cladocera,Zooplankton,1.4151994
2012-011CHNF,Hemiptera,adult,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,56,3,4,0.0297,0.0176,1,5.00E-04,,,Hemiptera,Terrestrial,1.4151994
2012-011CHNF,Daphniidae,ephippia,3/13/2012,2012,Mar,2012.Mar,F,STTD,RSTR,56,3,4,0.0297,0.0176,1,0,,,Cladocera,Zooplankton,1.4151994
2012-012CHNF,Animal Matter,,3/14/2012,2012,Mar,2012.Mar,F,STTD,RSTR,64,3,2,0.0696,0.0373,NA,0.0062,, ,Animal Matter,Nondescript,2.47777456
2012-012CHNF,Daphnia sp,,3/14/2012,2012,Mar,2012.Mar,F,STTD,RSTR,64,3,2,0.0696,0.0373,6,7.00E-04,,,Cladocera,Zooplankton,2.47777456
2012-012CHNF,Daphnia sp,ephippia,3/14/2012,2012,Mar,2012.Mar,F,STTD,RSTR,64,3,2,0.0696,0.0373,5,8.00E-04,,,Cladocera,Zooplankton,2.47777456
2012-012CHNF,Chironomidae,adult,3/14/2012,2012,Mar,2012.Mar,F,STTD,RSTR,64,3,2,0.0696,0.0373,1,8.00E-04,,thoraces,Diptera,Diptera,2.47777456
2012-013CHNF,Animal Matter,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,57,6,4,0.1014,0.0062,NA,0.0027,,,Animal Matter,Nondescript,1.79423756
2012-013CHNF,Calanoida,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,57,6,4,0.1014,0.0062,1,1.00E-04,,,Copepoda,Zooplankton,1.79423756
2012-013CHNF,Aphididae,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,57,6,4,0.1014,0.0062,1,6.00E-04,,,Hemiptera,Terrestrial,1.79423756
2012-013CHNF,Daphniidae,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,57,6,4,0.1014,0.0062,42,0.0068,,,Cladocera,Zooplankton,1.79423756
2012-013CHNF,Eurycercus sp,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,57,6,4,0.1014,0.0062,1,1.00E-04,,,Cladocera,Aquatic,1.79423756
2012-013CHNF,Simocephalus sp,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,57,6,4,0.1014,0.0062,4,9.00E-04,,,Cladocera,Aquatic,1.79423756
2012-013CHNF,Cyclopoida,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,57,6,4,0.1014,0.0062,1,1.00E-04,,,Copepoda,Zooplankton,1.79423756
2012-013CHNF,Daphnia pulex/pulicaria,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,57,6,4,0.1014,0.0062,136,0.0189,,,Cladocera,Zooplankton,1.79423756
2012-014CHNF,Simocephalus sp,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,65,5,4,0.0938,0.0366,2,7.00E-04,,,Cladocera,Aquatic,2.56842768
2012-014CHNF,Daphnia pulex/pulicaria,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,65,5,4,0.0938,0.0366,30,0.0096,,,Cladocera,Zooplankton,2.56842768
2012-014CHNF,Daphniidae,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,65,5,4,0.0938,0.0366,19,0.0031,,,Cladocera,Zooplankton,2.56842768
2012-014CHNF,Animal Matter,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,65,5,4,0.0938,0.0366,NA,0.0034,,,Animal Matter,Nondescript,2.56842768
2012-015CHNF,Animal Matter,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,65,4,5,0.0896,0.0324,NA,0.0043,,,Animal Matter,Nondescript,2.75805072
2012-015CHNF,Daphnia sp,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,65,4,5,0.0896,0.0324,122,0.0347,Y,stomach open,Cladocera,Zooplankton,2.75805072
2012-016CHNF,Tipulidae,adult,3/15/2012,2012,Mar,2012.Mar,F,BL-3,Beach Seine,56,5,4,0.0602,0.0062,1,0.0031,,,Diptera,Diptera,1.8741828
2012-016CHNF,Simocephalus sp,,3/15/2012,2012,Mar,2012.Mar,F,BL-3,Beach Seine,56,5,4,0.0602,0.0062,2,3.00E-04,,,Cladocera,Aquatic,1.8741828
2012-016CHNF,Animal Matter,,3/15/2012,2012,Mar,2012.Mar,F,BL-3,Beach Seine,56,5,4,0.0602,0.0062,NA,0.0012,,,Animal Matter,Nondescript,1.8741828
2012-016CHNF,Daphnia pulex/pulicaria,,3/15/2012,2012,Mar,2012.Mar,F,BL-3,Beach Seine,56,5,4,0.0602,0.0062,32,0.0161,,,Cladocera,Zooplankton,1.8741828
2012-016CHNF,Cyclopoida,,3/15/2012,2012,Mar,2012.Mar,F,BL-3,Beach Seine,56,5,4,0.0602,0.0062,1,0,,,Copepoda,Zooplankton,1.8741828
2012-016CHNF,Daphniidae,,3/15/2012,2012,Mar,2012.Mar,F,BL-3,Beach Seine,56,5,4,0.0602,0.0062,16,0.0052,,,Cladocera,Zooplankton,1.8741828
2012-017CHNF,unidentified,,3/15/2012,2012,Mar,2012.Mar,F,BL-3,Beach Seine,57,4,5,0.0714,0.0259,NA,3.00E-04,,,Unidentified,Nondescript,1.816485
2012-017CHNF,Chironomidae,pupa,3/15/2012,2012,Mar,2012.Mar,F,BL-3,Beach Seine,57,4,5,0.0714,0.0259,10,0.0221,,,Diptera,Diptera,1.816485
2012-018CHNF,Animal Matter,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,55,5,3,0.0506,0.0205,NA,0.0084,,,Animal Matter,Nondescript,1.56781268
2012-018CHNF,Cladocera,,3/15/2012,2012,Mar,2012.Mar,F,STTD,RSTR,55,5,3,0.0506,0.0205,26,0.0051,,,Cladocera,Zooplankton,1.56781268
2012-019CHNF,Nematoda,,3/16/2012,2012,Mar,2012.Mar,F,STTD,RSTR,63,3,5,0.049,0.0329,1,0,Y,only 2/3 stomach present,Nematoda,Aquatic,2.08865228
2012-019CHNF,unidentified,adult,3/16/2012,2012,Mar,2012.Mar,F,STTD,RSTR,63,3,5,0.049,0.0329,NA,6.00E-04,Y,only 2/3 stomach present,Unidentified,Nondescript,2.08865228
2012-019CHNF,Daphnia pulex/pulicaria,,3/16/2012,2012,Mar,2012.Mar,F,STTD,RSTR,63,3,5,0.049,0.0329,27,0.0046,Y,only 2/3 stomach present,Cladocera,Zooplankton,2.08865228
2012-021CHNF,Animal Matter,,3/14/2012,2012,Mar,2012.Mar,F,STTD,RSTR,67,1,1,0.0757,0.0646,NA,0,,mammal hair,Animal Matter,Nondescript,2.7801942
2012-022CHNF,Daphnia sp,,3/16/2012,2012,Mar,2012.Mar,F,STTD,RSTR,56,2,6,0.0527,0.0497,2,6.00E-04,Y,stomach open,Cladocera,Zooplankton,1.52456532
2012-023CHNF,Animal Matter,,3/19/2012,2012,Mar,2012.Mar,F,STTD,RSTR,66,2,5,0.0678,0.0581,NA,0,,,Animal Matter,Nondescript,2.5483634
2012-023CHNF,Daphnia sp,,3/19/2012,2012,Mar,2012.Mar,F,STTD,RSTR,66,2,5,0.0678,0.0581,3,5.00E-04,,,Cladocera,Zooplankton,2.5483634
2012-024CHNF,Animal Matter,,3/20/2012,2012,Mar,2012.Mar,F,STTD,RSTR,66,4,4,0.0697,0.0523,NA,9.00E-04,,,Animal Matter,Nondescript,2.78986248
2012-024CHNF,Daphnia sp,,3/20/2012,2012,Mar,2012.Mar,F,STTD,RSTR,66,4,4,0.0697,0.0523,8,0.0013,,,Cladocera,Zooplankton,2.78986248
2012-024CHNF,Daphniidae,,3/20/2012,2012,Mar,2012.Mar,F,STTD,RSTR,66,4,4,0.0697,0.0523,6,0.0014,,,Cladocera,Zooplankton,2.78986248
2012-024CHNF,Aphididae,adult,3/20/2012,2012,Mar,2012.Mar,F,STTD,RSTR,66,4,4,0.0697,0.0523,4,9.00E-04,,winged,Hemiptera,Terrestrial,2.78986248
2012-024CHNF,Algae,,3/20/2012,2012,Mar,2012.Mar,F,STTD,RSTR,66,4,4,0.0697,0.0523,NA,6.00E-04,,,Unidentified,Nondescript,2.78986248
2012-024CHNS,Psyllidae,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,1,4.00E-04,,,Hemiptera,Terrestrial,3.31174168
2012-024CHNS,Acari,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,2,0,,,Arachnida,Terrestrial,3.31174168
2012-024CHNS,Chironomidae,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,19,0.002,,,Diptera,Diptera,3.31174168
2012-024CHNS,Ephydridae,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,1,0.0027,,,Diptera,Diptera,3.31174168
2012-024CHNS,Ostracoda,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,1,0,,,Ostracoda,Aquatic,3.31174168
2012-024CHNS,Aphididae,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,4,7.00E-04,,,Hemiptera,Terrestrial,3.31174168
2012-024CHNS,Nematocera,larvae,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,1,5.00E-04,,,Diptera,Diptera,3.31174168
2012-024CHNS,Collembola,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,1,0,,,Collembola,Terrestrial,3.31174168
2012-024CHNS,Animal Matter,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,NA,0.0052,,,Animal Matter,Nondescript,3.31174168
2012-024CHNS,Americorophium spinicorne,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,1,0.0057,,,Amphipoda,Aquatic,3.31174168
2012-024CHNS,Inorganic matter,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,NA,5.00E-04,,sand,Inorganic Matter,Nondescript,3.31174168
2012-024CHNS,Hymenoptera,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,2,3.00E-04,,,Hymenoptera,Terrestrial,3.31174168
2012-024CHNS,Aranae,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,74,6,4,0.1182,0.044,1,0.0071,,,Arachnida,Terrestrial,3.31174168
2012-025CHNF,Brachycera,adult,3/23/2012,2012,Mar,2012.Mar,F,STTD,RSTR,67,3,3,0.0655,0.0442,2,8.00E-04,,,Diptera,Diptera,2.68486288
2012-025CHNF,Animal Matter,,3/23/2012,2012,Mar,2012.Mar,F,STTD,RSTR,67,3,3,0.0655,0.0442,NA,0.0027,,,Animal Matter,Nondescript,2.68486288
2012-025CHNF,Aranae,,3/23/2012,2012,Mar,2012.Mar,F,STTD,RSTR,67,3,3,0.0655,0.0442,1,3.00E-04,,"cephalothorax, legs",Arachnida,Terrestrial,2.68486288
2012-025CHNF,Chironomidae,adult,3/23/2012,2012,Mar,2012.Mar,F,STTD,RSTR,67,3,3,0.0655,0.0442,4,2.00E-04,,,Diptera,Diptera,2.68486288
2012-025CHNS,Animal Matter,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,NA,0.0033,,,Animal Matter,Nondescript,3.03624768
2012-025CHNS,Chironomidae,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,13,0.0013,,"heads, thoraces",Diptera,Diptera,3.03624768
2012-025CHNS,Chydoridae,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,1,0,,,Cladocera,Aquatic,3.03624768
2012-025CHNS,Ceratopogonidae,pupa,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,1,1.00E-04,,,Diptera,Diptera,3.03624768
2012-025CHNS,Daphnia sp,ephippia,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,2,2.00E-04,,,Cladocera,Zooplankton,3.03624768
2012-025CHNS,Aphididae,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,2,1.00E-04,,,Hemiptera,Terrestrial,3.03624768
2012-025CHNS,Psocoptera,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,1,2.00E-04,,,Psocoptera,Terrestrial,3.03624768
2012-025CHNS,Hypogastruridae,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,1,1.00E-04,,,Collembola,Terrestrial,3.03624768
2012-025CHNS,Daphnia sp,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,5,2.00E-04,,,Cladocera,Zooplankton,3.03624768
2012-025CHNS,Aranae,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,75,4,3,0.1448,0.0658,1,3.00E-04,,,Arachnida,Terrestrial,3.03624768
2012-026CHNF,Daphniidae,,3/23/2012,2012,Mar,2012.Mar,F,STTD,RSTR,67,4,2,0.0761,0.0574,2,5.00E-04,,,Cladocera,Zooplankton,2.5395268
2012-026CHNF,Animal Matter,,3/23/2012,2012,Mar,2012.Mar,F,STTD,RSTR,67,4,2,0.0761,0.0574,NA,0.0041,,,Animal Matter,Nondescript,2.5395268
2012-026CHNS,Hypogastruridae/Onychiuridae,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,73,5,2,0.1425,0.0651,6,0,,,Collembola,Terrestrial,3.4013552
2012-026CHNS,Aphididae,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,73,5,2,0.1425,0.0651,22,0.0022,,mostly thoraces,Hemiptera,Terrestrial,3.4013552
2012-026CHNS,Hymenoptera,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,73,5,2,0.1425,0.0651,3,0.001,,,Hymenoptera,Terrestrial,3.4013552
2012-026CHNS,Formicidae,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,73,5,2,0.1425,0.0651,1,0.0022,,,Hymenoptera,Terrestrial,3.4013552
2012-026CHNS,Chironomidae,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,73,5,2,0.1425,0.0651,7,0.0011,,,Diptera,Diptera,3.4013552
2012-026CHNS,Animal Matter,,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,73,5,2,0.1425,0.0651,NA,0.0052,,,Animal Matter,Nondescript,3.4013552
2012-026CHNS,Psyllidae,adult,3/27/2012,2012,Mar,2012.Mar,S,STTD,RSTR,73,5,2,0.1425,0.0651,1,1.00E-04,,,Hemiptera,Terrestrial,3.4013552
2012-027CHNF,Diptera,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,1,5.00E-04,,,Diptera,Diptera,2.51052196
2012-027CHNF,Animal Matter,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,NA,0.0065,,,Animal Matter,Nondescript,2.51052196
2012-027CHNF,Daphnia sp,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,7,0.0011,,,Cladocera,Zooplankton,2.51052196
2012-027CHNF,Aphididae,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,2,8.00E-04,,wingless,Hemiptera,Terrestrial,2.51052196
2012-027CHNF,Aphididae,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,3,0.0015,,winged,Hemiptera,Terrestrial,2.51052196
2012-027CHNF,Nematoda,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,1,0,,,Nematoda,Aquatic,2.51052196
2012-027CHNF,Cyclopoida,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,3,4.00E-04,,,Copepoda,Zooplankton,2.51052196
2012-027CHNF,Insect matter,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,NA,0.0059,,,Insecta,Nondescript,2.51052196
2012-027CHNF,Chironomidae,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,4,0.0023,,,Diptera,Diptera,2.51052196
2012-027CHNF,Calanoida,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,2,0,,,Copepoda,Zooplankton,2.51052196
2012-027CHNF,Cladocera,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,62,4,3,0.1298,0.0732,15,0.0024,,,Cladocera,Zooplankton,2.51052196
2012-029CHNF,Daphnia sp,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,13,0.0015,,,Cladocera,Zooplankton,2.567596
2012-029CHNF,Psocoptera,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,1,7.00E-04,,,Psocoptera,Terrestrial,2.567596
2012-029CHNF,Thripidae,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,1,0,,,Thysanoptera,Terrestrial,2.567596
2012-029CHNF,Animal Matter,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,NA,0.0074,,,Animal Matter,Nondescript,2.567596
2012-029CHNF,Cladocera,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,8,0.0011,,,Cladocera,Zooplankton,2.567596
2012-029CHNF,Chironomidae,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,3,4.00E-04,,,Diptera,Diptera,2.567596
2012-029CHNF,Insect matter,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,NA,0.0077,Y,stomach open,Insecta,Nondescript,2.567596
2012-029CHNF,Collembola,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,1,0,,,Collembola,Terrestrial,2.567596
2012-029CHNF,Aphididae,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,10,0.0036,,winged,Hemiptera,Terrestrial,2.567596
2012-029CHNF,Cyclopoida,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,1,0,,,Copepoda,Zooplankton,2.567596
2012-029CHNF,Diptera,pupa,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,1,0,,,Diptera,Diptera,2.567596
2012-029CHNF,Calanoida,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,8,8.00E-04,,,Copepoda,Zooplankton,2.567596
2012-029CHNF,Hemiptera,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,60,5,3,0.1035,0.0534,1,9.00E-04,,only half of individual,Hemiptera,Terrestrial,2.567596
2012-030CHNF,Animal Matter,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,70,5,3,0.0974,0.0602,NA,0.0118,,"insect parts, legs/thoraces",Animal Matter,Nondescript,3.39231068
2012-030CHNF,Chironomidae,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,70,5,3,0.0974,0.0602,3,2.00E-04,,thoraces,Diptera,Diptera,3.39231068
2012-030CHNF,Aphididae,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,70,5,3,0.0974,0.0602,7,9.00E-04,,mostly thoraces,Hemiptera,Terrestrial,3.39231068
2012-030CHNF,Plant Matter,,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,70,5,3,0.0974,0.0602,NA,1.00E-04,,,Plant Matter,Nondescript,3.39231068
2012-030CHNF,Tipulidae,adult,3/27/2012,2012,Mar,2012.Mar,F,STTD,RSTR,70,5,3,0.0974,0.0602,1,0.0025,,,Diptera,Diptera,3.39231068
2012-031CHNF,Simocephalus sp,,3/27/2012,2012,Mar,2012.Mar,F,BL-5,Beach Seine,48,6,5,0.0591,0.012,4,3.00E-04,,,Cladocera,Aquatic,0.95081008
2012-031CHNF,Chydoridae,,3/27/2012,2012,Mar,2012.Mar,F,BL-5,Beach Seine,48,6,5,0.0591,0.012,1,0,,,Cladocera,Aquatic,0.95081008
2012-031CHNF,Daphnia sp,,3/27/2012,2012,Mar,2012.Mar,F,BL-5,Beach Seine,48,6,5,0.0591,0.012,20,0.0013,,,Cladocera,Zooplankton,0.95081008
2012-031CHNF,Hymenoptera,adult,3/27/2012,2012,Mar,2012.Mar,F,BL-5,Beach Seine,48,6,5,0.0591,0.012,1,0,,,Hymenoptera,Terrestrial,0.95081008
2012-031CHNF,Thysanoptera,adult,3/27/2012,2012,Mar,2012.Mar,F,BL-5,Beach Seine,48,6,5,0.0591,0.012,1,0,,,Thysanoptera,Terrestrial,0.95081008
2012-031CHNF,Cyclopoida,,3/27/2012,2012,Mar,2012.Mar,F,BL-5,Beach Seine,48,6,5,0.0591,0.012,1,0,,,Copepoda,Zooplankton,0.95081008
