OrganismID,InvertDataID,PhysicalDataID,StationCodes,Date,WaterTemperature,SecchiDiskDepth,EC,pH,DO,Turbidity,DriftData,EnteredBy.x,QA.QC.dBy.x,N,Volume_cubic_meters,Rotor_Constant,Distance_in_meters,StartMeterEndMeter_Diff,Comments,Year,Month,ConditionCode,StartTime,StopTime,SetTime,DriftStartMeter,DriftEndMeter,FlowMeterSpeed,FieldComments,EnteredBy.y,QA.QC.dBy.y,InvertCode.x,SampleVolume,InvertCatchID,Count,InvertCode.y,Classification,Order.x,Family.x,Category,Phylum,Class,Order.y,Family.y,Species
44,418,452,STTD,2011/2/23,9.100000381,0.239999995,453,8.850000381,9.979999542,NA,TRUE,,,0.115081161,8.689519543,26873,304.0951721,11316,,2011,2,1,1/0/1900,1/0/1900,10,245383,256699,Regular,,lrojas,,NA,NA,3554,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
46,418,452,STTD,2011/2/23,9.100000381,0.239999995,453,8.850000381,9.979999542,NA,TRUE,,,0.115081161,8.689519543,26873,304.0951721,11316,,2011,2,1,1/0/1900,1/0/1900,10,245383,256699,Regular,,lrojas,,NA,NA,3553,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Odonata,Coenagrionidae,
68,418,452,STTD,2011/2/23,9.100000381,0.239999995,453,8.850000381,9.979999542,NA,TRUE,,,0.460324645,8.689519543,26873,304.0951721,11316,,2011,2,1,1/0/1900,1/0/1900,10,245383,256699,Regular,,lrojas,,NA,NA,3559,4,NA,,,,Terrestrial Insects,,,Collembola,,
2,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,1.345407564,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3567,14,NA,,,,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Enchytraeidae,
4,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.768804322,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3568,8,NA,,,,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,
15,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,1.537608644,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3570,16,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,
18,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,3.267418369,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3574,34,NA,,,,Aquatic Non-Insects,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,
20,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.480502701,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3569,5,NA,,,,Aquatic Non-Insects,Mollusca,Gastropoda,,Physidae,
30,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.09610054,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3563,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,
34,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,15.56828752,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3565,162,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
36,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.09610054,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3566,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Ephydridae,
44,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.576603242,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3561,6,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
46,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.480502701,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3560,5,NA,,,,Aquatic Insects,Anthropoda,Insecta,Odonata,Coenagrionidae,
52,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.09610054,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3562,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Hydraenidae,
57,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.480502701,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3571,5,NA,,,,Terrestrial Non-Insects,,Arachnida,Acari,,
58,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.09610054,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3582,1,NA,,,,Terrestrial Non-Insects,,Arachnida,Araneida,,
59,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.09610054,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3583,1,NA,,,,Terrestrial Non-Insects,,Chilopoda,Geophilomorpha,,
63,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.768804322,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3576,8,NA,,,,Terrestrial Insects,,,Coleoptera,,
64,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,2.594714587,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3577,27,NA,,,,Terrestrial Insects,,,Diptera,,
66,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.192201081,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3580,2,NA,,,,Terrestrial Insects,,,Hymenoptera,,
67,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.09610054,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3581,1,NA,,,,Terrestrial Insects,,,Psocoptera,,
68,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,6.727037819,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3579,70,NA,,,,Terrestrial Insects,,,Collembola,,
71,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.768804322,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3575,8,NA,,,,Terrestrial Insects,,,Hemiptera,,
73,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.192201081,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3578,2,NA,,,,Terrestrial Insects,,,Lepidoptera,,
81,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.192201081,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3564,2,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Hydrophilidae,
103,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.09610054,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3572,1,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,
119,419,453,STTD,2011/3/9,13.80000019,0.219999999,537,8.5,9.170000076,NA,TRUE,,,0.09610054,10.40576876,26873,364.1563872,13551,,2011,3,1,1/0/1900,1/0/1900,10,262736,276287,Regular,,lrojas,,NA,NA,3573,1,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,
34,420,454,SHR,2011/3/9,11.30000019,0.49000001,106,8.199999809,11.30000019,NA,TRUE,,,1.835136052,4.359349809,26873,152.5581736,5677,,2011,3,1,1/0/1900,1/0/1900,10,257049,262726,Regular,,lrojas,,NA,NA,3456,8,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
46,420,454,SHR,2011/3/9,11.30000019,0.49000001,106,8.199999809,11.30000019,NA,TRUE,,,0.229392007,4.359349809,26873,152.5581736,5677,,2011,3,1,1/0/1900,1/0/1900,10,257049,262726,Regular,,lrojas,,NA,NA,3457,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Odonata,Coenagrionidae,
10,421,455,STTD,2011/3/29,11.30000019,0.170000002,108,7.980000019,9.180000305,NA,TRUE,,,0.295967823,3.378745669,26873,118.2413182,4400,,2011,3,1,1/0/1900,1/0/1900,5,283156,287556,Regular,,lrojas,,NA,NA,3587,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,
11,421,455,STTD,2011/3/29,11.30000019,0.170000002,108,7.980000019,9.180000305,NA,TRUE,,,0.591935646,3.378745669,26873,118.2413182,4400,,2011,3,1,1/0/1900,1/0/1900,5,283156,287556,Regular,,lrojas,,NA,NA,3588,2,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Gammaridae,
30,421,455,STTD,2011/3/29,11.30000019,0.170000002,108,7.980000019,9.180000305,NA,TRUE,,,0.295967823,3.378745669,26873,118.2413182,4400,,2011,3,1,1/0/1900,1/0/1900,5,283156,287556,Regular,,lrojas,,NA,NA,3585,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,
34,421,455,STTD,2011/3/29,11.30000019,0.170000002,108,7.980000019,9.180000305,NA,TRUE,,,15.68629462,3.378745669,26873,118.2413182,4400,,2011,3,1,1/0/1900,1/0/1900,5,283156,287556,Regular,,lrojas,,NA,NA,3586,53,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
44,421,455,STTD,2011/3/29,11.30000019,0.170000002,108,7.980000019,9.180000305,NA,TRUE,,,2.95967823,3.378745669,26873,118.2413182,4400,,2011,3,1,1/0/1900,1/0/1900,5,283156,287556,Regular,,lrojas,,NA,NA,3584,10,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
64,421,455,STTD,2011/3/29,11.30000019,0.170000002,108,7.980000019,9.180000305,NA,TRUE,,,0.295967823,3.378745669,26873,118.2413182,4400,,2011,3,1,1/0/1900,1/0/1900,5,283156,287556,Regular,,lrojas,,NA,NA,3590,1,NA,,,,Terrestrial Insects,,,Diptera,,
71,421,455,STTD,2011/3/29,11.30000019,0.170000002,108,7.980000019,9.180000305,NA,TRUE,,,0.591935646,3.378745669,26873,118.2413182,4400,,2011,3,1,1/0/1900,1/0/1900,5,283156,287556,Regular,,lrojas,,NA,NA,3589,2,NA,,,,Terrestrial Insects,,,Hemiptera,,
10,422,456,SHR,2011/3/29,10.10000038,0.349999994,79,8.18999958,10.61999989,NA,TRUE,,,0.22487626,4.446890038,26873,155.6216986,5791,,2011,3,1,1/0/1900,1/0/1900,5,276401,282192,Regular,,lrojas,,NA,NA,3460,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,
34,422,456,SHR,2011/3/29,10.10000038,0.349999994,79,8.18999958,10.61999989,NA,TRUE,,,2.248762599,4.446890038,26873,155.6216986,5791,,2011,3,1,1/0/1900,1/0/1900,5,276401,282192,Regular,,lrojas,,NA,NA,3459,10,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
44,422,456,SHR,2011/3/29,10.10000038,0.349999994,79,8.18999958,10.61999989,NA,TRUE,,,0.22487626,4.446890038,26873,155.6216986,5791,,2011,3,1,1/0/1900,1/0/1900,5,276401,282192,Regular,,lrojas,,NA,NA,3458,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
63,422,456,SHR,2011/3/29,10.10000038,0.349999994,79,8.18999958,10.61999989,NA,TRUE,,,0.22487626,4.446890038,26873,155.6216986,5791,,2011,3,1,1/0/1900,1/0/1900,5,276401,282192,Regular,,lrojas,,NA,NA,3462,1,NA,,,,Terrestrial Insects,,,Coleoptera,,
71,422,456,SHR,2011/3/29,10.10000038,0.349999994,79,8.18999958,10.61999989,NA,TRUE,,,0.22487626,4.446890038,26873,155.6216986,5791,,2011,3,1,1/0/1900,1/0/1900,5,276401,282192,Regular,,lrojas,,NA,NA,3461,1,NA,,,,Terrestrial Insects,,,Hemiptera,,
4,423,457,SHR,2011/4/6,12.80000019,0.5,98,7.25,9.840000153,NA,TRUE,,,0.117025379,8.545154955,26873,299.043043,11128,,2011,4,1,1/0/1900,1/0/1900,10,287727,298855,Regular,,lrojas,,NA,NA,3465,1,NA,,,,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,
10,423,457,SHR,2011/4/6,12.80000019,0.5,98,7.25,9.840000153,NA,TRUE,,,0.117025379,8.545154955,26873,299.043043,11128,,2011,4,1,1/0/1900,1/0/1900,10,287727,298855,Regular,,lrojas,,NA,NA,3466,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,
34,423,457,SHR,2011/4/6,12.80000019,0.5,98,7.25,9.840000153,NA,TRUE,,,1.053228414,8.545154955,26873,299.043043,11128,,2011,4,1,1/0/1900,1/0/1900,10,287727,298855,Regular,,lrojas,,NA,NA,3464,9,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
44,423,457,SHR,2011/4/6,12.80000019,0.5,98,7.25,9.840000153,NA,TRUE,,,0.468101517,8.545154955,26873,299.043043,11128,,2011,4,1,1/0/1900,1/0/1900,10,287727,298855,Regular,,lrojas,,NA,NA,3463,4,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
66,423,457,SHR,2011/4/6,12.80000019,0.5,98,7.25,9.840000153,NA,TRUE,,,0.117025379,8.545154955,26873,299.043043,11128,,2011,4,1,1/0/1900,1/0/1900,10,287727,298855,Regular,,lrojas,,NA,NA,3467,1,NA,,,,Terrestrial Insects,,,Hymenoptera,,
130,423,457,SHR,2011/4/6,12.80000019,0.5,98,7.25,9.840000153,NA,TRUE,,,0.117025379,8.545154955,26873,299.043043,11128,,2011,4,1,1/0/1900,1/0/1900,10,287727,298855,Regular,,lrojas,,NA,NA,3793,1,NA,,,,Aquatic Non-Insects,Nematoda,,,,
9,424,458,STTD,2011/4/6,14.19999981,0.360000014,134,7.159999847,8.800000191,NA,TRUE,,,0.166274058,6.01416729,26873,210.4695465,7832,,2011,4,2,1/0/1900,1/0/1900,10,125960,133792,Regular,,lrojas,,NA,NA,3594,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Corophiidae,
20,424,458,STTD,2011/4/6,14.19999981,0.360000014,134,7.159999847,8.800000191,NA,TRUE,,,0.166274058,6.01416729,26873,210.4695465,7832,,2011,4,2,1/0/1900,1/0/1900,10,125960,133792,Regular,,lrojas,,NA,NA,3593,1,NA,,,,Aquatic Non-Insects,Mollusca,Gastropoda,,Physidae,
34,424,458,STTD,2011/4/6,14.19999981,0.360000014,134,7.159999847,8.800000191,NA,TRUE,,,11.14036188,6.01416729,26873,210.4695465,7832,,2011,4,2,1/0/1900,1/0/1900,10,125960,133792,Regular,,lrojas,,NA,NA,3592,67,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
71,424,458,STTD,2011/4/6,14.19999981,0.360000014,134,7.159999847,8.800000191,NA,TRUE,,,0.166274058,6.01416729,26873,210.4695465,7832,,2011,4,2,1/0/1900,1/0/1900,10,125960,133792,Regular,,lrojas,,NA,NA,3595,1,NA,,,,Terrestrial Insects,,,Hemiptera,,
81,424,458,STTD,2011/4/6,14.19999981,0.360000014,134,7.159999847,8.800000191,NA,TRUE,,,0.166274058,6.01416729,26873,210.4695465,7832,,2011,4,2,1/0/1900,1/0/1900,10,125960,133792,Regular,,lrojas,,NA,NA,3591,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Hydrophilidae,
